GO,AncestorGroup,AncestorGroupIndex,Color
GO:0032270,"nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",3291.0,629.0
GO:0032330,"cellular developmental process,regulation of cellular process,multicellular organism development,regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,regulation of biological process",1446.0,276.0
GO:0032331,"negative regulation of cellular process,cellular developmental process,regulation of cellular process,multicellular organism development,regulation of multicellular organismal process,negative regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,negative regulation of developmental process,negative regulation of biological process,regulation of biological process",2703.0,507.0
GO:0032332,"positive regulation of cellular process,cellular developmental process,regulation of cellular process,multicellular organism development,regulation of multicellular organismal process,positive regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,positive regulation of developmental process,positive regulation of biological process,regulation of biological process",3457.0,671.0
GO:0032355,response to chemical,4205.0,795.0
GO:0032367,"cellular localization,macromolecule localization,establishment of localization",1502.0,297.0
GO:0032402,"cellular pigmentation,cellular localization,establishment of localization",1576.0,320.0
GO:0032410,"negative regulation of transport,regulation of localization,negative regulation of biological process,establishment of localization,regulation of biological process,regulation of molecular function",2834.0,535.0
GO:0032418,cellular localization,1487.0,291.0
GO:0032434,"nitrogen compound metabolic process,catabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3158.0,587.0
GO:0032435,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",3119.0,577.0
GO:0032436,"nitrogen compound metabolic process,catabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",3143.0,583.0
